tax_id,my_date,code,value,c_doc_sub
00236903,2021-12-31,1621,5.0,001
00236903,2021-12-31,1630,1.0,001
00236903,2021-12-31,1635,1.0,001
00236903,2021-12-31,1690,3771.0,001
00236903,2021-12-31,1695,4567.0,001
00236903,2021-12-31,1900,6773.0,001
00236903,2021-12-31,2000,4332.0,002
00236903,2021-12-31,2050,2758.0,002
00236903,2021-12-31,2090,1574.0,002
00236903,2021-12-31,2120,4397.0,002
00236903,2021-12-31,2130,1307.0,002
00236903,2021-12-31,2150,90.0,002
00236903,2021-12-31,2180,4548.0,002
00236903,2021-12-31,2190,26.0,002
00236903,2021-12-31,2290,26.0,002
00236903,2021-12-31,2300,-5.0,002
00236903,2021-12-31,2350,21.0,002
00236903,2021-12-31,2465,21.0,002
00236903,2021-12-31,2500,6658.0,002
00236903,2021-12-31,2505,1012.0,002
00236903,2021-12-31,2510,215.0,002
00236903,2021-12-31,2520,818.0,002
00236903,2021-12-31,2550,8703.0,002
00236903,2021-12-31,2600,373002.0,002
00236903,2021-12-31,2605,373002.0,002
00236903,2021-12-31,2610,0.0563,002
00236903,2021-12-31,2615,0.0563,002
00236903,2022-12-31,1011,523.0,001
00236903,2022-12-31,1012,523.0,001
00236903,2022-12-31,1030,948.0,001
00236903,2022-12-31,1095,948.0,001
00236903,2022-12-31,1125,4864.0,001
00236903,2022-12-31,1165,325.0,001
00236903,2022-12-31,1167,325.0,001
00236903,2022-12-31,1190,2.0,001
00236903,2022-12-31,1195,5191.0,001
00236903,2022-12-31,1210,7.0,050
00236903,2022-12-31,1240,7.0,050
00236903,2022-12-31,1241,7.0,050
00236903,2022-12-31,1300,6139.0,001
00236903,2022-12-31,1400,19.0,001
00236903,2022-12-31,1410,2120.0,001
00236903,2022-12-31,1415,2.0,001
00236903,2022-12-31,1420,106.0,001
00236903,2022-12-31,1495,2247.0,001
00236903,2022-12-31,1615,655.0,001
00236903,2022-12-31,1620,9.0,001
00236903,2022-12-31,1621,9.0,001
00236903,2022-12-31,1635,10.0,001
00236903,2022-12-31,1690,3218.0,001
00236903,2022-12-31,1695,3892.0,001
00236903,2022-12-31,1900,6139.0,001
00236903,2022-12-31,2000,10446.0,002
00236903,2022-12-31,2050,10144.0,002
00236903,2022-12-31,2090,302.0,002
00236903,2022-12-31,2120,2677.0,002
00236903,2022-12-31,2130,362.0,002
00236903,2022-12-31,2150,26.0,002
00236903,2022-12-31,2180,2541.0,002
00236903,2022-12-31,2190,50.0,002
00236903,2022-12-31,2290,50.0,002
00236903,2022-12-31,2300,-9.0,002
00236903,2022-12-31,2350,41.0,002
00236903,2022-12-31,2465,41.0,002
00236903,2022-12-31,2500,12686.0,002
00236903,2022-12-31,2505,247.0,002
00236903,2022-12-31,2510,54.0,002
00236903,2022-12-31,2520,86.0,002
00236903,2022-12-31,2550,13073.0,002
00236903,2022-12-31,2600,373002.0,002
00236903,2022-12-31,2605,373002.0,002
00236903,2022-12-31,2610,0.11,002
00236903,2022-12-31,2615,0.11,002
00236903,2023-12-31,1011,523.0,001
00236903,2023-12-31,1012,523.0,001
00236903,2023-12-31,1030,948.0,001
00236903,2023-12-31,1095,948.0,001
00236903,2023-12-31,1125,2713.0,001
00236903,2023-12-31,1130,1.0,001
00236903,2023-12-31,1135,57.0,001
00236903,2023-12-31,1155,588.0,001
00236903,2023-12-31,1165,142.0,001
00236903,2023-12-31,1167,142.0,001
00236903,2023-12-31,1190,121.0,001
00236903,2023-12-31,1195,3622.0,001
00236903,2023-12-31,1300,4570.0,001
00236903,2023-12-31,1400,19.0,001
00236903,2023-12-31,1410,2120.0,001
00236903,2023-12-31,1415,2.0,001
00236903,2023-12-31,1420,137.0,001
00236903,2023-12-31,1495,2278.0,001
00236903,2023-12-31,1615,628.0,001
00236903,2023-12-31,1620,7.0,001
00236903,2023-12-31,1621,7.0,001
00236903,2023-12-31,1635,8.0,001
00236903,2023-12-31,1690,1649.0,001
00236903,2023-12-31,1695,2292.0,001
00236903,2023-12-31,1900,4570.0,001
00236903,2023-12-31,2000,7232.0,002
00236903,2023-12-31,2050,7012.0,002
00236903,2023-12-31,2090,220.0,002
00236903,2023-12-31,2120,1855.0,002
00236903,2023-12-31,2130,307.0,002
00236903,2023-12-31,2150,104.0,002
00236903,2023-12-31,2180,1626.0,002
00236903,2023-12-31,2190,38.0,002
00236903,2023-12-31,2290,38.0,002
00236903,2023-12-31,2300,-7.0,002
00236903,2023-12-31,2350,31.0,002
00236903,2023-12-31,2465,31.0,002
00236903,2023-12-31,2500,8328.0,002
00236903,2023-12-31,2505,337.0,002
00236903,2023-12-31,2510,74.0,002
00236903,2023-12-31,2520,310.0,002
00236903,2023-12-31,2550,9049.0,002
00236903,2023-12-31,2600,373002.0,002
00236903,2023-12-31,2605,373002.0,002
00236903,2023-12-31,2610,0.08,002
00236903,2023-12-31,2615,0.08,002
00236903,2024-12-31,1011,523.0,001
00236903,2024-12-31,1012,523.0,001
00236903,2024-12-31,1030,948.0,001
00236903,2024-12-31,1095,948.0,001
00236903,2024-12-31,1125,1086.0,001
00236903,2024-12-31,1130,186.0,001
00236903,2024-12-31,1155,1153.0,001
00236903,2024-12-31,1165,16.0,001
00236903,2024-12-31,1167,16.0,001
00236903,2024-12-31,1190,325.0,001
00236903,2024-12-31,1195,2766.0,001
00236903,2024-12-31,1300,3714.0,001
00236903,2024-12-31,1400,19.0,001
00236903,2024-12-31,1410,2120.0,001
00236903,2024-12-31,1415,2.0,001
00236903,2024-12-31,1420,146.0,001
00236903,2024-12-31,1495,2287.0,001
00236903,2024-12-31,1615,47.0,001
00236903,2024-12-31,1620,2.0,001
00236903,2024-12-31,1621,2.0,001
00236903,2024-12-31,1635,14.0,001
00236903,2024-12-31,1690,1364.0,001
00236903,2024-12-31,1695,1427.0,001
00236903,2024-12-31,1900,3714.0,001
00236903,2024-12-31,2120,2059.0,002
00236903,2024-12-31,2130,435.0,002
00236903,2024-12-31,2150,125.0,002
00236903,2024-12-31,2180,1488.0,002
00236903,2024-12-31,2190,11.0,002
00236903,2024-12-31,2290,11.0,002
00236903,2024-12-31,2300,-2.0,002
00236903,2024-12-31,2350,9.0,002
00236903,2024-12-31,2465,9.0,002
00236903,2024-12-31,2500,1302.0,002
00236903,2024-12-31,2505,441.0,002
00236903,2024-12-31,2510,97.0,002
00236903,2024-12-31,2520,208.0,002
00236903,2024-12-31,2550,2048.0,002
00236903,2024-12-31,2600,373002.0,002
00236903,2024-12-31,2605,373002.0,002
00236903,2024-12-31,2610,0.02,002
00236903,2024-12-31,2615,0.02,002
00292379,2020-12-31,1000,1801.0,001
00292379,2020-12-31,1001,2256.0,001
00292379,2020-12-31,1002,455.0,001
00292379,2020-12-31,1010,37005.0,001
00292379,2020-12-31,1011,55856.0,001
00292379,2020-12-31,1012,18851.0,001
00292379,2020-12-31,1095,38806.0,001
00292379,2020-12-31,1100,5563.0,001
00292379,2020-12-31,1101,1645.0,001
00292379,2020-12-31,1102,259.0,001
00292379,2020-12-31,1103,3659.0,001
00292379,2020-12-31,1125,11900.0,001
00292379,2020-12-31,1130,3128.0,001
00292379,2020-12-31,1135,2305.0,001
00292379,2020-12-31,1136,204.0,001
00292379,2020-12-31,1155,355.0,001
00292379,2020-12-31,1165,2549.0,001
00292379,2020-12-31,1166,130.0,001
00292379,2020-12-31,1167,2419.0,001
00292379,2020-12-31,1190,52.0,001
00292379,2020-12-31,1195,25852.0,001
00292379,2020-12-31,1230,10.0,050
00292379,2020-12-31,1235,10.0,050
00292379,2020-12-31,1300,64658.0,001
00292379,2020-12-31,1400,13130.0,001
00292379,2020-12-31,1420,-65440.0,001
00292379,2020-12-31,1495,-52310.0,001
00292379,2020-12-31,1500,10.0,001
00292379,2020-12-31,1515,70687.0,001
00292379,2020-12-31,1595,70697.0,001
00292379,2020-12-31,1615,45477.0,001
00292379,2020-12-31,1620,17.0,001
00292379,2020-12-31,1630,105.0,001
00292379,2020-12-31,1635,266.0,001
00292379,2020-12-31,1660,133.0,001
00292379,2020-12-31,1690,273.0,001
00292379,2020-12-31,1695,46271.0,001
00292379,2020-12-31,1900,64658.0,001
00292379,2020-12-31,2000,5723.0,002
00292379,2020-12-31,2050,3531.0,002
00292379,2020-12-31,2090,2192.0,002
00292379,2020-12-31,2120,9474.0,002
00292379,2020-12-31,2130,10382.0,002
00292379,2020-12-31,2150,2704.0,002
00292379,2020-12-31,2180,36394.0,002
00292379,2020-12-31,2195,37814.0,002
00292379,2020-12-31,2250,3.0,002
00292379,2020-12-31,2270,3714.0,002
00292379,2020-12-31,2295,41531.0,002
00292379,2020-12-31,2355,41531.0,002
00292379,2020-12-31,2465,-41531.0,002
00292379,2020-12-31,2500,5073.0,002
00292379,2020-12-31,2505,3197.0,002
00292379,2020-12-31,2510,904.0,002
00292379,2020-12-31,2515,3556.0,002
00292379,2020-12-31,2520,43907.0,002
00292379,2020-12-31,2550,56637.0,002
00292379,2020-12-31,2600,52518760.0,002
00292379,2020-12-31,2605,52518760.0,002
00292379,2020-12-31,2610,-0.79078,002
00292379,2020-12-31,2615,-0.79078,002
00292379,2021-12-31,1000,1688.0,001
00292379,2021-12-31,1001,2256.0,001
00292379,2021-12-31,1002,568.0,001
00292379,2021-12-31,1010,33766.0,001
00292379,2021-12-31,1011,56490.0,001
00292379,2021-12-31,1012,22724.0,001
00292379,2021-12-31,1095,35454.0,001
00292379,2021-12-31,1100,3475.0,001
00292379,2021-12-31,1101,1440.0,001
00292379,2021-12-31,1102,1507.0,001
00292379,2021-12-31,1103,528.0,001
00292379,2021-12-31,1125,6273.0,001
00292379,2021-12-31,1130,2907.0,001
00292379,2021-12-31,1135,1602.0,001
00292379,2021-12-31,1136,18.0,001
00292379,2021-12-31,1155,375.0,001
00292379,2021-12-31,1165,1036.0,001
00292379,2021-12-31,1166,3.0,001
00292379,2021-12-31,1167,1033.0,001
00292379,2021-12-31,1190,24.0,001
00292379,2021-12-31,1195,15692.0,001
00292379,2021-12-31,1300,51146.0,001
00292379,2021-12-31,1400,13130.0,001
00292379,2021-12-31,1420,-67238.0,001
00292379,2021-12-31,1495,-54108.0,001
00292379,2021-12-31,1500,10.0,001
00292379,2021-12-31,1515,62922.0,001
00292379,2021-12-31,1595,62932.0,001
00292379,2021-12-31,1615,41531.0,001
00292379,2021-12-31,1620,264.0,001
00292379,2021-12-31,1630,59.0,001
00292379,2021-12-31,1635,146.0,001
00292379,2021-12-31,1660,129.0,001
00292379,2021-12-31,1690,193.0,001
00292379,2021-12-31,1695,42322.0,001
00292379,2021-12-31,1900,51146.0,001
00292379,2021-12-31,2000,6856.0,002
00292379,2021-12-31,2050,5020.0,002
00292379,2021-12-31,2090,1836.0,002
00292379,2021-12-31,2120,19636.0,002
00292379,2021-12-31,2130,14418.0,002
00292379,2021-12-31,2150,1663.0,002
00292379,2021-12-31,2180,6673.0,002
00292379,2021-12-31,2195,1282.0,002
00292379,2021-12-31,2240,18.0,002
00292379,2021-12-31,2250,2.0,002
00292379,2021-12-31,2270,18.0,002
00292379,2021-12-31,2295,1284.0,002
00292379,2021-12-31,2355,1284.0,002
00292379,2021-12-31,2465,-1284.0,002
00292379,2021-12-31,2500,12142.0,002
00292379,2021-12-31,2505,3874.0,002
00292379,2021-12-31,2510,955.0,002
00292379,2021-12-31,2515,4135.0,002
00292379,2021-12-31,2520,6668.0,002
00292379,2021-12-31,2550,27774.0,002
00292379,2021-12-31,2600,52518760.0,002
00292379,2021-12-31,2605,52518760.0,002
00292379,2021-12-31,2610,-0.02445,002
00292379,2021-12-31,2615,-0.02445,002
00292379,2022-12-31,1000,1575.0,001
00292379,2022-12-31,1001,2256.0,001
00292379,2022-12-31,1002,681.0,001
00292379,2022-12-31,1010,29823.0,001
00292379,2022-12-31,1011,56490.0,001
00292379,2022-12-31,1012,26667.0,001
00292379,2022-12-31,1095,31398.0,001
00292379,2022-12-31,1100,1559.0,001
00292379,2022-12-31,1101,1217.0,001
00292379,2022-12-31,1102,342.0,001
00292379,2022-12-31,1125,43.0,001
00292379,2022-12-31,1130,2203.0,001
00292379,2022-12-31,1135,1800.0,001
00292379,2022-12-31,1136,18.0,001
00292379,2022-12-31,1155,502.0,001
00292379,2022-12-31,1165,1147.0,001
00292379,2022-12-31,1166,3.0,001
00292379,2022-12-31,1167,1143.0,001
00292379,2022-12-31,1190,426.0,001
00292379,2022-12-31,1195,7680.0,001
00292379,2022-12-31,1230,10.0,050
00292379,2022-12-31,1235,10.0,050
00292379,2022-12-31,1300,3419.0,050
00292379,2022-12-31,1310,150.0,050
00292379,2022-12-31,1312,150.0,050
00292379,2022-12-31,1400,13130.0,001
00292379,2022-12-31,1420,-110848.0,001
00292379,2022-12-31,1495,-97718.0,001
00292379,2022-12-31,1500,10.0,001
00292379,2022-12-31,1515,55038.0,001
00292379,2022-12-31,1520,331.0,001
00292379,2022-12-31,1521,331.0,001
00292379,2022-12-31,1595,55379.0,001
00292379,2022-12-31,1615,56002.0,001
00292379,2022-12-31,1620,1036.0,001
00292379,2022-12-31,1630,14.0,001
00292379,2022-12-31,1635,45.0,001
00292379,2022-12-31,1660,83.0,001
00292379,2022-12-31,1690,24237.0,001
00292379,2022-12-31,1695,81417.0,001
00292379,2022-12-31,1900,39078.0,001
00292379,2022-12-31,2000,2602.0,002
00292379,2022-12-31,2050,1917.0,002
00292379,2022-12-31,2090,685.0,002
00292379,2022-12-31,2120,1980.0,002
00292379,2022-12-31,2130,4805.0,002
00292379,2022-12-31,2180,24655.0,002
00292379,2022-12-31,2195,26795.0,002
00292379,2022-12-31,2250,8.0,002
00292379,2022-12-31,2270,16337.0,002
00292379,2022-12-31,2295,43140.0,002
00292379,2022-12-31,2355,43140.0,002
00292379,2022-12-31,2445,-516.0,002
00292379,2022-12-31,2450,-516.0,002
00292379,2022-12-31,2460,-516.0,002
00292379,2022-12-31,2465,-43656.0,002
00292379,2022-12-31,2500,1290.0,002
00292379,2022-12-31,2505,511.0,002
00292379,2022-12-31,2510,289.0,002
00292379,2022-12-31,2515,4056.0,002
00292379,2022-12-31,2520,7683.0,002
00292379,2022-12-31,2550,13829.0,002
00292379,2022-12-31,2600,52518760.0,002
00292379,2022-12-31,2605,52518760.0,002
00292379,2022-12-31,2610,-0.82,002
00292379,2022-12-31,2615,-0.82,002
00292379,2023-12-31,1000,1462.0,001
00292379,2023-12-31,1001,2256.0,001
00292379,2023-12-31,1002,794.0,001
00292379,2023-12-31,1010,26663.0,001
00292379,2023-12-31,1011,56494.0,001
00292379,2023-12-31,1012,29831.0,001
00292379,2023-12-31,1095,28125.0,001
00292379,2023-12-31,1100,3563.0,001
00292379,2023-12-31,1101,1054.0,001
00292379,2023-12-31,1102,2509.0,001
00292379,2023-12-31,1125,80.0,001
00292379,2023-12-31,1130,2163.0,001
00292379,2023-12-31,1135,1698.0,001
00292379,2023-12-31,1136,18.0,001
00292379,2023-12-31,1155,419.0,001
00292379,2023-12-31,1165,1028.0,001
00292379,2023-12-31,1167,1028.0,001
00292379,2023-12-31,1190,446.0,001
00292379,2023-12-31,1195,9397.0,001
00292379,2023-12-31,1300,37522.0,001
00292379,2023-12-31,1400,13130.0,001
00292379,2023-12-31,1420,-131883.0,001
00292379,2023-12-31,1495,-118753.0,001
00292379,2023-12-31,1500,10.0,001
00292379,2023-12-31,1515,59640.0,001
00292379,2023-12-31,1520,390.0,001
00292379,2023-12-31,1521,349.0,001
00292379,2023-12-31,1595,60040.0,001
00292379,2023-12-31,1615,66542.0,001
00292379,2023-12-31,1620,367.0,001
00292379,2023-12-31,1630,39.0,001
00292379,2023-12-31,1635,2976.0,001
00292379,2023-12-31,1660,37.0,001
00292379,2023-12-31,1690,26274.0,001
00292379,2023-12-31,1695,96235.0,001
00292379,2023-12-31,1900,37522.0,001
00292379,2023-12-31,2000,3611.0,002
00292379,2023-12-31,2050,4311.0,002
00292379,2023-12-31,2095,700.0,002
00292379,2023-12-31,2120,3785.0,002
00292379,2023-12-31,2130,7136.0,002
00292379,2023-12-31,2180,10127.0,002
00292379,2023-12-31,2195,14178.0,002
00292379,2023-12-31,2250,108.0,002
00292379,2023-12-31,2270,6633.0,002
00292379,2023-12-31,2295,20919.0,002
00292379,2023-12-31,2355,20919.0,002
00292379,2023-12-31,2445,-115.0,002
00292379,2023-12-31,2450,-115.0,002
00292379,2023-12-31,2460,-115.0,002
00292379,2023-12-31,2465,-21034.0,002
00292379,2023-12-31,2500,2202.0,002
00292379,2023-12-31,2505,741.0,002
00292379,2023-12-31,2510,345.0,002
00292379,2023-12-31,2515,3419.0,002
00292379,2023-12-31,2520,12938.0,002
00292379,2023-12-31,2550,19645.0,002
00292379,2023-12-31,2600,52518760.0,002
00292379,2023-12-31,2605,52518760.0,002
00292379,2023-12-31,2610,-0.4,002
00292379,2023-12-31,2615,-0.4,002
00292379,2024-12-31,1000,1349.0,001
00292379,2024-12-31,1001,2256.0,001
00292379,2024-12-31,1002,907.0,001
00292379,2024-12-31,1005,11.0,001
00292379,2024-12-31,1010,24775.0,001
00292379,2024-12-31,1011,48751.0,001
00292379,2024-12-31,1012,23976.0,001
00292379,2024-12-31,1095,26135.0,001
00292379,2024-12-31,1100,1273.0,001
00292379,2024-12-31,1101,496.0,001
00292379,2024-12-31,1102,777.0,001
00292379,2024-12-31,1125,1319.0,001
00292379,2024-12-31,1130,128.0,001
00292379,2024-12-31,1135,65.0,001
00292379,2024-12-31,1155,351.0,001
00292379,2024-12-31,1165,855.0,001
00292379,2024-12-31,1167,855.0,001
00292379,2024-12-31,1170,1.0,001
00292379,2024-12-31,1190,136.0,001
00292379,2024-12-31,1195,4128.0,001
00292379,2024-12-31,1300,30263.0,001
00292379,2024-12-31,1400,13130.0,001
00292379,2024-12-31,1420,-130592.0,001
00292379,2024-12-31,1495,-117462.0,001
00292379,2024-12-31,1500,10.0,001
00292379,2024-12-31,1515,62068.0,001
00292379,2024-12-31,1520,835.0,001
00292379,2024-12-31,1521,623.0,001
00292379,2024-12-31,1595,62913.0,001
00292379,2024-12-31,1615,697.0,001
00292379,2024-12-31,1620,560.0,001
00292379,2024-12-31,1630,40.0,001
00292379,2024-12-31,1635,43.0,001
00292379,2024-12-31,1660,345.0,001
00292379,2024-12-31,1690,83127.0,001
00292379,2024-12-31,1695,84812.0,001
00292379,2024-12-31,1900,30263.0,001
00292379,2024-12-31,2000,8857.0,002
00292379,2024-12-31,2050,6341.0,002
00292379,2024-12-31,2090,2516.0,002
00292379,2024-12-31,2120,14217.0,002
00292379,2024-12-31,2130,4221.0,002
00292379,2024-12-31,2150,9.0,002
00292379,2024-12-31,2180,6836.0,002
00292379,2024-12-31,2190,5667.0,002
00292379,2024-12-31,2220,41.0,002
00292379,2024-12-31,2250,234.0,002
00292379,2024-12-31,2270,3498.0,002
00292379,2024-12-31,2290,1935.0,002
00292379,2024-12-31,2300,-116.0,002
00292379,2024-12-31,2350,1819.0,002
00292379,2024-12-31,2445,-644.0,002
00292379,2024-12-31,2450,-644.0,002
00292379,2024-12-31,2455,-116.0,002
00292379,2024-12-31,2460,-528.0,002
00292379,2024-12-31,2465,1291.0,002
00292379,2024-12-31,2500,2387.0,002
00292379,2024-12-31,2505,1149.0,002
00292379,2024-12-31,2510,257.0,002
00292379,2024-12-31,2515,2370.0,002
00292379,2024-12-31,2520,9217.0,002
00292379,2024-12-31,2550,15380.0,002
00292379,2024-12-31,2600,52518760.0,002
00292379,2024-12-31,2605,52518760.0,002
00292379,2024-12-31,2610,0.03,002
00292379,2024-12-31,2615,0.03,002
00381152,2020-12-31,1000,32837.0,001
00381152,2020-12-31,1001,32922.0,001
00381152,2020-12-31,1002,85.0,001
00381152,2020-12-31,1005,1363.0,001
00381152,2020-12-31,1010,139976.0,001
00381152,2020-12-31,1011,218232.0,001
00381152,2020-12-31,1012,78256.0,001
00381152,2020-12-31,1095,174176.0,001
00381152,2020-12-31,1100,62589.0,001
00381152,2020-12-31,1101,29202.0,001
00381152,2020-12-31,1102,5145.0,001
00381152,2020-12-31,1103,21866.0,001
00381152,2020-12-31,1104,6376.0,001
00381152,2020-12-31,1125,62704.0,001
00381152,2020-12-31,1130,69890.0,001
00381152,2020-12-31,1135,14357.0,001
00381152,2020-12-31,1155,117421.0,001
00381152,2020-12-31,1165,1729.0,001
00381152,2020-12-31,1166,6.0,001
00381152,2020-12-31,1167,1723.0,001
00381152,2020-12-31,1170,691.0,001
00381152,2020-12-31,1190,680.0,001
00381152,2020-12-31,1195,330061.0,001
00381152,2020-12-31,1300,504237.0,001
00381152,2020-12-31,1400,110.0,001
00381152,2020-12-31,1410,32781.0,001
00381152,2020-12-31,1420,-199182.0,001
00381152,2020-12-31,1495,-166291.0,001
00381152,2020-12-31,1510,225269.0,001
00381152,2020-12-31,1595,225269.0,001
00381152,2020-12-31,1610,57477.0,001
00381152,2020-12-31,1615,73905.0,001
00381152,2020-12-31,1620,474.0,001
00381152,2020-12-31,1625,407.0,001
00381152,2020-12-31,1630,2149.0,001
00381152,2020-12-31,1635,2430.0,001
00381152,2020-12-31,1640,1.0,001
00381152,2020-12-31,1660,3310.0,001
00381152,2020-12-31,1690,305106.0,001
00381152,2020-12-31,1695,445259.0,001
00381152,2020-12-31,1900,504237.0,001
00381152,2020-12-31,2000,540372.0,002
00381152,2020-12-31,2050,408490.0,002
00381152,2020-12-31,2090,131882.0,002
00381152,2020-12-31,2120,29122.0,002
00381152,2020-12-31,2130,21870.0,002
00381152,2020-12-31,2150,77221.0,002
00381152,2020-12-31,2180,62097.0,002
00381152,2020-12-31,2195,184.0,002
00381152,2020-12-31,2220,16.0,002
00381152,2020-12-31,2240,27980.0,002
00381152,2020-12-31,2250,20227.0,002
00381152,2020-12-31,2270,67343.0,002
00381152,2020-12-31,2295,59758.0,002
00381152,2020-12-31,2355,59758.0,002
00381152,2020-12-31,2465,-59758.0,002
00381152,2020-12-31,2500,241941.0,002
00381152,2020-12-31,2505,42768.0,002
00381152,2020-12-31,2510,8583.0,002
00381152,2020-12-31,2515,17565.0,002
00381152,2020-12-31,2520,258822.0,002
00381152,2020-12-31,2550,569679.0,002
00381152,2020-12-31,2600,439404.0,002
00381152,2020-12-31,2610,-135.99785,002
00381152,2021-12-31,1000,32839.0,001
00381152,2021-12-31,1001,32973.0,001
00381152,2021-12-31,1002,134.0,001
00381152,2021-12-31,1005,6465.0,001
00381152,2021-12-31,1010,139001.0,001
00381152,2021-12-31,1011,236543.0,001
00381152,2021-12-31,1012,97542.0,001
00381152,2021-12-31,1095,178305.0,001
00381152,2021-12-31,1100,85207.0,001
00381152,2021-12-31,1101,34358.0,001
00381152,2021-12-31,1102,5301.0,001
00381152,2021-12-31,1103,45215.0,001
00381152,2021-12-31,1104,333.0,001
00381152,2021-12-31,1125,153770.0,001
00381152,2021-12-31,1130,71649.0,001
00381152,2021-12-31,1135,26485.0,001
00381152,2021-12-31,1155,15964.0,001
00381152,2021-12-31,1165,5078.0,001
00381152,2021-12-31,1167,5078.0,001
00381152,2021-12-31,1170,276.0,001
00381152,2021-12-31,1190,2022.0,001
00381152,2021-12-31,1195,360451.0,001
00381152,2021-12-31,1300,538756.0,001
00381152,2021-12-31,1400,110.0,001
00381152,2021-12-31,1410,32781.0,001
00381152,2021-12-31,1420,-204910.0,001
00381152,2021-12-31,1495,-172019.0,001
00381152,2021-12-31,1510,161880.0,001
00381152,2021-12-31,1595,161880.0,001
00381152,2021-12-31,1610,55451.0,001
00381152,2021-12-31,1615,102831.0,001
00381152,2021-12-31,1620,800.0,001
00381152,2021-12-31,1625,642.0,001
00381152,2021-12-31,1630,3045.0,001
00381152,2021-12-31,1635,11081.0,001
00381152,2021-12-31,1640,1.0,001
00381152,2021-12-31,1660,4339.0,001
00381152,2021-12-31,1690,370705.0,001
00381152,2021-12-31,1695,548895.0,001
00381152,2021-12-31,1900,538756.0,001
00381152,2021-12-31,2000,925140.0,002
00381152,2021-12-31,2050,784630.0,002
00381152,2021-12-31,2090,140510.0,002
00381152,2021-12-31,2120,15154.0,002
00381152,2021-12-31,2130,26348.0,002
00381152,2021-12-31,2150,115828.0,002
00381152,2021-12-31,2180,14499.0,002
00381152,2021-12-31,2195,1011.0,002
00381152,2021-12-31,2220,38.0,002
00381152,2021-12-31,2240,17844.0,002
00381152,2021-12-31,2250,14743.0,002
00381152,2021-12-31,2270,7856.0,002
00381152,2021-12-31,2295,5728.0,002
00381152,2021-12-31,2355,5728.0,002
00381152,2021-12-31,2465,-5728.0,002
00381152,2021-12-31,2500,759113.0,002
00381152,2021-12-31,2505,23360.0,002
00381152,2021-12-31,2510,5079.0,002
00381152,2021-12-31,2515,19577.0,002
00381152,2021-12-31,2520,134596.0,002
00381152,2021-12-31,2550,941725.0,002
